Group ID,Group Name,Sender ID,Sender Nickname,Message,Timestamp
7881303351921861,Private Chat,7881303351921861,粹一·X,nh ,2024-06-01 09:01:21
7881303351921861,私聊,1,发送者,"Failed to get a response from Dify API, please try again later.",2024-06-01 09:01:21
